,words,vectors
410,"['day', 'feel', 'friend', 'future', 'good', 'help', 'important', 'might', 'new', 'people', 'person', 'really', 'reason', 'say', 'school', 'see', 'someone', 'start', 'thing', 'think', 'want', 'way', 'would']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07205277572266909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1672687534054151, 0.0, 0.07680390715683175, 0.08559042985707253, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05242477863765807, 0.0, 0.0, 0.5163900028920251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39741909752796173, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09279412498870913, 0.0, 0.0, 0.0, 0.0, 0.08498414697640058, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1455110602290279, 0.0719013755874539, 0.0, 0.0, 0.0, 0.0, 0.3195745077432, 0.14707691169227127, 0.2331337316748285, 0.05719306877770772, 0.07896869211832931, 0.0, 0.08519954399903318, 0.0, 0.3728819151567008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2769293916759773, 0.22092449696182928, 0.0, 0.0, 0.0, 0.05465646355564342, 0.06514943371892695, 0.0, 0.0, 0.0, 0.13203268778765012, 0.0]"
411,"['also', 'example', 'friend', 'going', 'good', 'group', 'help', 'idea', 'know', 'like', 'lot', 'make', 'much', 'new', 'one', 'people', 'really', 'self', 'something', 'thing', 'time', 'work', 'working']","[0.0, 0.0, 0.0, 0.10701774163237782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05616392302553839, 0.0, 0.0, 0.0, 0.0, 0.06819097949335035, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.17652896883470934, 0.13963731028907625, 0.6973484598336321, 0.0, 0.05094234482089971, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07215382450313168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16369703516827538, 0.0, 0.0, 0.09022996172584964, 0.06280810011175818, 0.19526137826961992, 0.0, 0.0, 0.0, 0.0744768815459882, 0.0, 0.0, 0.0, 0.07545387257309763, 0.0, 0.1956705978474319, 0.0, 0.0, 0.0, 0.0861287929347285, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07093421256426166, 0.0, 0.0, 0.0, 0.0, 0.08779437177140315, 0.0, 0.17474612662501837, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1475244203161829, 0.0, 0.2275654534410505, 0.0, 0.0, 0.0, 0.0, 0.2607207308533072, 0.3423883680450739, 0.0, 0.0, 0.0]"
412,"['also', 'another', 'bad', 'best', 'better', 'change', 'could', 'different', 'even', 'example', 'first', 'friend', 'give', 'hard', 'hour', 'impression', 'like', 'many', 'much', 'never', 'nt', 'one', 'people', 'person', 'really', 'see', 'someone', 'something', 'take', 'think', 'time', 'try']","[0.0, 0.0, 0.0, 0.0562808278395682, 0.0, 0.0405448284673241, 0.0, 0.03675353130796293, 0.03864958091379183, 0.061481305805173, 0.0, 0.17116814812745712, 0.0, 0.0, 0.03762217093242325, 0.0, 0.0, 0.04046071608718982, 0.03620314181674977, 0.0, 0.0, 0.05907342155384733, 0.0, 0.0, 0.0, 0.5305466166442175, 0.10758528591250847, 0.0, 0.0, 0.0, 0.035167533695742936, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07337176217182638, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05492765836526575, 0.0, 0.0, 0.7133217501986833, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04745210340270324, 0.0, 0.0, 0.06639158843115289, 0.0, 0.0, 0.03916752946176465, 0.0, 0.0, 0.03964126353292162, 0.0, 0.1286294106792395, 0.0257258821358479, 0.0, 0.0, 0.0, 0.04529529116621454, 0.10071792355931992, 0.0, 0.0, 0.0, 0.0, 0.1492177332232812, 0.0, 0.0, 0.0, 0.11061767082160222, 0.0, 0.15912762149863258, 0.03063310350290101, 0.0, 0.0, 0.0, 0.032268322138066026, 0.0, 0.0, 0.0, 0.025788862887514915, 0.1914833471458591, 0.03988306566383422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
413,"['activity', 'bad', 'come', 'even', 'everyone', 'first', 'future', 'get', 'kid', 'know', 'like', 'make', 'many', 'nt', 'people', 'play', 'really', 'reason', 'see', 'think', 'time', 'use', 'way', 'world']","[0.0, 0.07651148215303426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05239404002254757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11755895191643179, 0.0, 0.0, 0.0, 0.0, 0.051609431632431764, 0.0, 0.06131196617870036, 0.0, 0.0, 0.0, 0.0, 0.05042142378712836, 0.0, 0.05697132655230076, 0.0, 0.034871543982215654, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.759080829421885, 0.08181577795816071, 0.0, 0.0, 0.20293620637454043, 0.0, 0.07319372744849675, 0.04732230370294625, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11002068511024361, 0.0, 0.0, 0.0, 0.0, 0.0968561338355568, 0.0, 0.0, 0.47848141103438896, 0.0, 0.0, 0.10635875803423228, 0.09789840731395624, 0.0, 0.0, 0.05256371715382476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03676334398843749, 0.06824232799528215, 0.0, 0.19124463511591386, 0.0, 0.04336524152637796, 0.0, 0.0, 0.11799858577739286, 0.0, 0.0]"
414,"['also', 'always', 'another', 'bad', 'better', 'come', 'could', 'even', 'everyone', 'get', 'give', 'going', 'good', 'hard', 'help', 'high', 'high school', 'hour', 'idea', 'keep', 'know', 'learn', 'life', 'like', 'lot', 'make', 'might', 'need', 'new', 'nt', 'one', 'people', 'problem', 'reason', 'school', 'something', 'thing', 'think', 'time', 'try', 'way', 'work', 'working', 'world']","[0.0, 0.0, 0.0, 0.038121919965874065, 0.14033286228183084, 0.10985244995097644, 0.0, 0.04979014107537191, 0.0, 0.1249334192089355, 0.0, 0.0, 0.0, 0.05585823118500755, 0.25483445149680956, 0.0, 0.0, 0.0, 0.19617810580689743, 0.0, 0.0582648607424087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.29824636242576924, 0.19056633761932634, 0.0, 0.0, 0.0419221655457986, 0.13264448270334422, 0.0, 0.04969849507620483, 0.4718144769770345, 0.06331065771220709, 0.06838856347072059, 0.0, 0.0, 0.07441069637719101, 0.20562140676741117, 0.0, 0.0, 0.0, 0.05972429521495414, 0.0, 0.11662449941754038, 0.19081810858219583, 0.2669513360872004, 0.032141767588898924, 0.08949414663950056, 0.06955611771729481, 0.0, 0.0, 0.17608985235936486, 0.0, 0.0, 0.08054496361350563, 0.0, 0.05375644164175915, 0.10455283521733935, 0.034850945072446446, 0.0, 0.0, 0.0, 0.24544677552953936, 0.0, 0.0, 0.0, 0.0, 0.11732624534179095, 0.0, 0.09303301499785918, 0.0, 0.03617728686405154, 0.0, 0.0, 0.0, 0.04149877551100672, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.140136618060321, 0.06987253064657738, 0.2269777817967722, 0.05402973252505922, 0.0, 0.0, 0.1236301777322429, 0.185748170040376, 0.06098288827986049, 0.05606712356999393, 0.0, 0.0]"
415,"['agree', 'always', 'better', 'different', 'even', 'example', 'first', 'friend', 'get', 'goal', 'job', 'know', 'learn', 'life', 'like', 'many', 'never', 'nt', 'people', 'reason', 'see', 'someone', 'something', 'thing', 'try', 'want', 'world']","[0.0, 0.0, 0.09099855807342067, 0.0, 0.07709516043098524, 0.0, 0.0, 0.0, 0.0, 0.06863511397466492, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.18067448788032567, 0.08083129440053331, 0.0, 0.0, 0.06594705444399646, 0.0, 0.0, 0.0, 0.07897062264235961, 0.08006909052974424, 0.0, 0.0, 0.2184648773427932, 0.0, 0.0, 0.11140066428136877, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08684599282521949, 0.0, 0.0, 0.19221124004557683, 0.07862281393899619, 0.12570514183164874, 0.158920527926137, 0.0, 0.0, 0.07411674458202248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.7080611200558797, 0.0, 0.05743856053051339, 0.0, 0.0, 0.0, 0.0, 0.10113147178624796, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07666481428527272, 0.0, 0.0, 0.16465181505223933, 0.0, 0.08882165314352382, 0.1367899736535794, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.057740511787175375, 0.0, 0.0, 0.17809503045824931, 0.0, 0.28490043608954646, 0.0, 0.0, 0.0, 0.2772161441463721, 0.0, 0.0]"
416,"['able', 'also', 'always', 'another', 'bad', 'best', 'better', 'change', 'could', 'day', 'different', 'even', 'every', 'feel', 'friend', 'get', 'give', 'go', 'going', 'good', 'home', 'important', 'job', 'keep', 'learn', 'life', 'lot', 'might', 'need', 'never', 'new', 'one', 'online', 'others', 'people', 'person', 'phone', 'play', 'positive', 'really', 'school', 'see', 'someone', 'something', 'start', 'student', 'teacher', 'technology', 'thing', 'think', 'time', 'try', 'want', 'way', 'world', 'would']","[0.08245667709509745, 0.0, 0.0, 0.07857718773863218, 0.03213946107439307, 0.03773811580963421, 0.0, 0.034209270906910866, 0.035974066623416324, 0.028612633550454427, 0.0, 0.03982976153272231, 0.0, 0.0, 0.03501777901963206, 0.03131437666516446, 0.0, 0.03765982610259821, 0.3032728387761645, 0.038155474760079494, 0.0, 0.0, 0.0, 0.0, 0.0726955581643434, 0.0, 0.26703387387294486, 0.0, 0.0, 0.06830529357059505, 0.03273306385840904, 0.1370966383957524, 0.0, 0.08641028246874935, 0.045567967323457324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1958668698396765, 0.0, 0.0, 0.0, 0.06908786615977615, 0.0, 0.10861317585706817, 0.04103472194705818, 0.0, 0.0, 0.032776309875036394, 0.2096160376430365, 0.0, 0.06148866905877939, 0.0, 0.0, 0.0, 0.08065727248024879, 0.0, 0.0, 0.05533996130419904, 0.07379420017777465, 0.07386878749070694, 0.0, 0.02394500990749172, 0.15686662820537195, 0.2146902397401743, 0.0, 0.18971877640762264, 0.21874004362977384, 0.10935354704323762, 0.04463021313916147, 0.04806585918724841, 0.0, 0.034722036755992086, 0.0, 0.0, 0.024856298461494623, 0.06864011399829427, 0.0, 0.148112024039434, 0.05702505849951553, 0.20256965511967037, 0.02805340082644182, 0.0, 0.0, 0.035903852428752665, 0.592347037227115, 0.12035443733596635, 0.04800726164285814, 0.02227849088087331, 0.03712216348573336, 0.0, 0.0712616441129876, 0.05662832240770396, 0.0, 0.0, 0.03852199206010872, 0.14345461628745212, 0.0]"
417,"['best', 'better', 'day', 'even', 'every', 'first', 'friend', 'get', 'go', 'going', 'important', 'know', 'learn', 'life', 'like', 'nt', 'one', 'others', 'parent', 'people', 'person', 'someone', 'something', 'think', 'use', 'want', 'would']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07141913784461695, 0.11360904181498699, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12433655649661163, 0.0, 0.0, 0.06689845309282555, 0.07574987670821559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13071700839956524, 0.19880288952618666, 0.0, 0.0, 0.04520205465511607, 0.0, 0.05443545662, 0.0, 0.057183303178099505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.27431960296886315, 0.0, 0.0, 0.0, 0.0, 0.10605326993269094, 0.26028258828868556, 0.15605613389068873, 0.04384249756153687, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.19015164242351257, 0.33276537424114694, 0.0, 0.2841489859237799, 0.25387665082445215, 0.1673990023709451, 0.18611294342753987, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2940460741358631, 0.22642313732322086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04765429041850527, 0.0, 0.0, 0.08263328263120981, 0.424426176546857, 0.0, 0.0, 0.0, 0.0, 0.17087984723547286, 0.0]"
418,"['able', 'bad', 'better', 'even', 'get', 'going', 'hard', 'homework', 'kid', 'like', 'might', 'nt', 'people', 'school', 'start', 'student', 'take', 'think', 'time', 'work']","[0.46249610218738757, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12791892672618477, 0.0, 0.1069913879352615, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1260033221436639, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1702762557562011, 0.0, 0.0, 0.0, 0.10770482482743078, 0.0, 0.0, 0.12768347332920693, 0.0, 0.0, 0.0, 0.0, 0.3672133614435027, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.33695992540818037, 0.0, 0.0, 0.0, 0.08257740034980832, 0.0, 0.0, 0.0, 0.0, 0.15080110529702245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0895377155552128, 0.0, 0.0, 0.0, 0.0, 0.07882405887998115, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46472651086781525, 0.0, 0.0, 0.0, 0.0, 0.30298795833110675, 0.10490024574048874, 0.0, 0.22461673685553527, 0.0, 0.0, 0.0, 0.08975691708145926, 0.08330609121472657, 0.0, 0.0, 0.0, 0.0, 0.0954434192783226, 0.0, 0.0, 0.0, 0.0]"
419,"['able', 'always', 'best', 'come', 'feel', 'first', 'future', 'get', 'goal', 'good', 'hard', 'help', 'life', 'lot', 'make', 'many', 'never', 'new', 'nt', 'one', 'others', 'people', 'really', 'reason', 'see', 'self', 'something', 'success', 'thing', 'think', 'try', 'want', 'way', 'work', 'working', 'would']","[0.5456925075654324, 0.0, 0.0, 0.0, 0.047265933318226, 0.0, 0.0, 0.0, 0.05290530013157433, 0.0, 0.0, 0.0, 0.0, 0.056441336424015554, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05345490076472854, 0.048415752208648154, 0.0, 0.054705111878620045, 0.0, 0.03348441804626168, 0.0, 0.0, 0.20489443202765642, 0.0, 0.06701458061080162, 0.0, 0.20086919480660084, 0.29337831269617365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15413602665479065, 0.0, 0.04521418895032944, 0.035141107739587424, 0.13631972827842626, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10852552059914668, 0.0543176062559396, 0.07042950962818144, 0.03521475481409072, 0.0, 0.10524481137735506, 0.0, 0.1550056247078544, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15319200314369677, 0.09400418857953395, 0.0, 0.0, 0.10094565816424708, 0.06320126396092914, 0.0, 0.12579594627927052, 0.0, 0.0, 0.28101930252499807, 0.0, 0.0, 0.0, 0.38939864462304175, 0.03530096572480894, 0.0, 0.2729687501423189, 0.0, 0.0698673428488249, 0.0832805038220786, 0.11261231943421796, 0.12323897984208235, 0.0, 0.04219433743421881, 0.0]"
420,"['change', 'class', 'decision', 'family', 'feel', 'friend', 'future', 'generic', 'good', 'help', 'home', 'homework', 'idea', 'job', 'learn', 'life', 'like', 'lot', 'many', 'name', 'never', 'one', 'online', 'person', 'problem', 'reason', 'school', 'something', 'start', 'student', 'take', 'teacher', 'want', 'way', 'work', 'working', 'year']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10004279821584171, 0.37984091927288377, 0.0, 0.0, 0.0, 0.06628385751965299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.046931694728329955, 0.18259378858315534, 0.0, 0.04192031117660264, 0.04671607976949789, 0.12485299787527675, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11445579347246285, 0.0, 0.0, 0.12526694661519874, 0.0, 0.0, 0.1967882204912613, 0.06166597740092323, 0.0, 0.04435646471463591, 0.0, 0.0, 0.04546837012369683, 0.0, 0.0, 0.0, 0.041163110559854374, 0.06581314496290078, 0.08320311794398137, 0.07722238690977784, 0.0, 0.038803950135051994, 0.0, 0.0, 0.0, 0.18774624739904971, 0.0, 0.13901498516039354, 0.0, 0.0, 0.060144115914012454, 0.26267420522476276, 0.0, 0.0, 0.0, 0.1962223114832602, 0.0, 0.0, 0.0, 0.1012380479915805, 0.0, 0.08027599289244353, 0.0, 0.24973221587913244, 0.0, 0.0, 0.0, 0.03580831394148995, 0.050880633857525136, 0.5989389638865407, 0.0, 0.11315936787556373, 0.22545464280209807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029832023459257163, 0.07111837497798273, 0.032055542386299624, 0.05262069498905748, 0.0, 0.0, 0.09871853622396368]"
421,"['also', 'better', 'even', 'family', 'going', 'job', 'kid', 'learn', 'much', 'say', 'someone', 'thing', 'think', 'try']","[0.0, 0.0, 0.0, 0.34651650350629426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.12617847519548991, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1485998767234775, 0.0, 0.0, 0.0, 0.0, 0.16479557669849, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3810595646112835, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15965727041073438, 0.0, 0.1986939809385243, 0.0, 0.14453981648610909, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1607675399842944, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4468128067702499, 0.0, 0.0, 0.0, 0.16328931517662337, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2122997781282134, 0.4234131794771869, 0.0, 0.32740907797444857, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
422,"['also', 'always', 'better', 'class', 'day', 'even', 'everyone', 'feel', 'first', 'get', 'give', 'good', 'group', 'help', 'important', 'job', 'life', 'like', 'lot', 'make', 'much', 'need', 'new', 'one', 'others', 'people', 'school', 'self', 'someone', 'something', 'student', 'teacher', 'think', 'time', 'try', 'use', 'work', 'world', 'year']","[0.0, 0.0, 0.0, 0.11500665052307173, 0.07055963456106248, 0.0, 0.0, 0.0, 0.0, 0.12563352960253615, 0.0, 0.0, 0.0737783338118654, 0.0, 0.0, 0.06874822726140539, 0.0, 0.0, 0.07397904825822281, 0.0, 0.0878870539990653, 0.0, 0.0, 0.0, 0.07979866256026504, 0.0722761097266615, 0.0, 0.0, 0.0, 0.2999176956807943, 0.07186284233475994, 0.0, 0.0, 0.0, 0.20008170731869085, 0.12490095783741952, 0.0, 0.32847124364305386, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3033538476300949, 0.0, 0.07948386750327475, 0.0, 0.0, 0.0, 0.0, 0.057524420602430244, 0.0484828287190065, 0.1349934900398922, 0.20983770306467958, 0.0, 0.0, 0.0, 0.08003660474756519, 0.0, 0.18224173565990767, 0.0, 0.16217305693920983, 0.0, 0.0525693677539533, 0.0, 0.2356676862880418, 0.0, 0.1851166701507275, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2728501470395114, 0.0, 0.18869649981758924, 0.08129204676247918, 0.12519398751694874, 0.0, 0.24635605505978428, 0.0, 0.0, 0.07882405684535719, 0.0, 0.0, 0.10539613063071097, 0.04891065757100811, 0.1629975240472403, 0.18275853389396926, 0.0, 0.0, 0.05603672348154732, 0.0, 0.2537159234904891, 0.0, 0.08628559845004612]"
423,"['agree', 'also', 'always', 'bad', 'better', 'day', 'even', 'feel', 'first', 'friend', 'get', 'give', 'going', 'good', 'hard', 'help', 'idea', 'important', 'know', 'life', 'like', 'lot', 'make', 'may', 'might', 'never', 'one', 'others', 'people', 'reason', 'someone', 'take', 'time', 'way', 'would']","[0.0, 0.0, 0.18908457507645995, 0.06527627279217176, 0.08009745406505636, 0.0, 0.0, 0.08525580123210284, 0.0, 0.2852318022611514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0780411918142672, 0.0, 0.0, 0.08397908317554591, 0.0, 0.0, 0.0, 0.0, 0.0, 0.45292678658521085, 0.08204595183698568, 0.08318719702877037, 0.0, 0.0, 0.05674312233080118, 0.0815768214886592, 0.0, 0.0, 0.2871337767516232, 0.11356376390631616, 0.0, 0.08509887552512647, 0.12429065859471894, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08802153099892994, 0.2582695229414297, 0.0, 0.0, 0.0, 0.0, 0.06656548817622224, 0.0, 0.19590065901637055, 0.055036440741539794, 0.15324108372747633, 0.357303419020578, 0.0, 0.10493038332317113, 0.1005063862543542, 0.0, 0.0, 0.0, 0.0919543663990716, 0.0, 0.0, 0.059675373109499365, 0.0, 0.1783492010647048, 0.0, 0.26267451065173886, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2389510472366586, 0.0, 0.0, 0.0, 0.0, 0.09228060805469744, 0.0, 0.0, 0.0, 0.0, 0.07485162814002536, 0.0, 0.0, 0.0, 0.0, 0.05552210087901187, 0.0, 0.0, 0.0, 0.07056410252700426, 0.0, 0.0, 0.0, 0.14300612585765293, 0.0]"
424,"['able', 'agree', 'also', 'another', 'bad', 'class', 'even', 'every', 'everyone', 'example', 'feel', 'first', 'future', 'get', 'give', 'go', 'going', 'good', 'help', 'home', 'idea', 'learn', 'like', 'make', 'many', 'might', 'much', 'need', 'new', 'nt', 'one', 'online', 'people', 'school', 'see', 'something', 'student', 'take', 'teacher', 'time', 'use', 'want', 'way', 'would']","[0.08474463043186752, 0.0, 0.07797624915896988, 0.10767666076099612, 0.0, 0.025856832057348848, 0.0, 0.046877982838694245, 0.0, 0.0, 0.0, 0.0, 0.34538022737120133, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04617597820932961, 0.02614279175771471, 0.02742851378796925, 0.037673153344373045, 0.0, 0.0, 0.04980844428620883, 0.022556522058409162, 0.0, 0.025486685768716016, 0.0, 0.09360077823662312, 0.04485509235165822, 0.018786760698429338, 0.0, 0.019735097296088213, 0.031221571427172343, 0.0, 0.0, 0.08542667003901325, 0.0, 0.0, 0.24156198503027437, 0.0, 0.0, 0.26619297079895743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04491435365631496, 0.0, 0.015130919464124537, 0.0, 0.01637196853761469, 0.3175515010752449, 0.0, 0.02763176570931501, 0.09991392438227292, 0.0, 0.05687549794699441, 0.0, 0.025306149915672146, 0.01640628013631529, 0.08203140068157645, 0.1433060085765563, 0.0, 0.0, 0.01444318277998653, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0851533153017311, 0.023514898160311437, 0.0, 0.0, 0.019535784034904614, 0.0, 0.5574149553864817, 0.0, 0.1028930960910132, 0.07380017755616927, 0.0, 0.0, 0.0, 0.0763221990339616, 0.0, 0.02851839229264127, 0.016275325573176274, 0.05819960764223957, 0.0, 0.0, 0.0, 0.45213430695832374, 0.0]"
425,"['also', 'come', 'get', 'go', 'good', 'help', 'home', 'homework', 'idea', 'important', 'keep', 'know', 'like', 'need', 'nt', 'school', 'something', 'student', 'take', 'thing', 'think', 'work']","[0.0, 0.0, 0.0, 0.05216552209692728, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07643565160897516, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13603876915063565, 0.0, 0.05460911436614285, 0.0, 0.0, 0.0907544622580782, 0.0, 0.0, 0.2979805748717018, 0.0, 0.0, 0.23405642371924198, 0.5867553697911557, 0.0, 0.07034239125369773, 0.1375973630199848, 0.0, 0.0, 0.16345184316781902, 0.0, 0.053195798347817166, 0.0, 0.0, 0.043982362087060335, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.16532496590955195, 0.0, 0.0, 0.04768956408551707, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.39603609870708406, 0.0, 0.0, 0.0, 0.05678636576680118, 0.0, 0.44697562012224273, 0.0, 0.05981766566484697, 0.0, 0.0, 0.047940265420513696, 0.1434189455046518, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05083505908085957, 0.0, 0.0, 0.0, 0.0]"
426,"['activity', 'agree', 'day', 'every', 'first', 'get', 'good', 'home', 'homework', 'hour', 'idea', 'learn', 'lot', 'many', 'may', 'much', 'nt', 'one', 'reason', 'school', 'start', 'student', 'thing', 'think', 'time', 'want', 'year']","[0.0, 0.07337947172850098, 0.02786134151130397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3219792216990882, 0.0, 0.0, 0.0, 0.11209155460694095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04835741430152944, 0.0, 0.0, 0.0, 0.1170542500704573, 0.0, 0.0, 0.0, 0.0, 0.016733458074110648, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0863114221787721, 0.10818692696606923, 0.4130328128206063, 0.02593969322476296, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02407221736378157, 0.0, 0.0, 0.06773956308546727, 0.0, 0.02269257861030844, 0.030922683603321236, 0.0, 0.0535496897896547, 0.0, 0.0, 0.0, 0.0, 0.03517232327059843, 0.19344777798829135, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.14083637925202913, 0.0, 0.7484733665846209, 0.0, 0.0, 0.0, 0.0, 0.029755032143267218, 0.1648282103902698, 0.0, 0.0, 0.0, 0.0, 0.0530358332703027, 0.052887645453965154, 0.016362204197668616, 0.0, 0.0, 0.034891578568556555, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08659600900527786]"
